Date,symbol,Open,High,Low,Close,Volume
2025-08-27,603773,32.98,32.99,31.13,31.2,119665
2025-08-28,603773,31.22,34.32,31.22,34.32,127735
2025-08-29,603773,35.92,36.38,34.53,36.0,294381
2025-09-01,603773,36.1,38.64,35.68,37.73,169903
2025-09-02,603773,37.73,37.89,35.26,35.95,159944
2025-09-03,603773,36.12,36.64,35.02,35.5,89769
2025-09-04,603773,35.5,38.38,34.1,35.4,149481
2025-09-05,603773,34.68,38.94,34.68,38.94,137707
2025-09-08,603773,38.8,39.1,37.35,38.83,160438
2025-09-09,603773,38.45,39.45,37.6,37.69,87328
2025-09-10,603773,38.1,38.48,36.13,37.22,88420
2025-09-11,603773,37.28,38.15,36.68,37.29,101789
2025-09-12,603773,37.0,37.0,35.8,36.29,85537
2025-09-15,603773,36.9,39.3,36.38,38.2,133088
2025-09-16,603773,38.0,38.28,36.5,37.52,101616
2025-09-17,603773,37.8,39.17,35.77,35.8,143152
2025-09-18,603773,35.96,36.16,34.43,34.85,140135
2025-09-19,603773,34.95,36.2,34.5,34.61,83448
2025-09-22,603773,34.92,35.14,33.89,34.19,68940
2025-09-23,603773,33.8,35.0,32.37,33.2,104352
2025-09-24,603773,32.85,33.79,32.49,33.68,71014
2025-09-25,603773,33.83,34.34,33.0,33.06,58352
2025-09-26,603773,32.5,34.55,32.5,32.87,79977
2025-09-29,603773,32.88,34.55,32.3,33.85,119403
2025-09-30,603773,33.6,34.26,32.8,32.95,99636
2025-10-09,603773,33.34,35.49,33.07,34.96,152614
2025-10-10,603773,35.08,35.77,32.62,32.93,154016
2025-10-13,603773,31.28,32.72,30.5,32.26,85371
2025-10-14,603773,32.26,33.2,30.8,30.98,79012
2025-10-15,603773,31.14,31.93,30.71,31.63,50710
