Date,symbol,Open,High,Low,Close,Volume
2025-04-29,002969,3.12,3.21,3.09,3.18,160310
2025-04-30,002969,3.2,3.23,3.11,3.11,168263
2025-05-06,002969,3.16,3.19,3.13,3.16,142260
2025-05-07,002969,3.19,3.23,3.16,3.19,131688
2025-05-08,002969,3.18,3.26,3.15,3.25,160904
2025-05-09,002969,3.26,3.29,3.21,3.29,151240
2025-05-12,002969,3.29,3.3,3.23,3.29,154584
2025-05-13,002969,3.31,3.34,3.26,3.28,147207
2025-05-14,002969,3.27,3.29,3.23,3.26,139714
2025-05-15,002969,3.26,3.28,3.24,3.26,90503
2025-05-16,002969,3.25,3.28,3.23,3.25,106793
2025-05-19,002969,3.25,3.32,3.24,3.31,108996
2025-05-20,002969,3.31,3.35,3.29,3.35,118036
2025-05-21,002969,3.34,3.35,3.3,3.32,100678
2025-05-22,002969,3.32,3.36,3.25,3.27,153185
2025-05-23,002969,3.26,3.31,3.22,3.22,120720
2025-05-26,002969,3.22,3.27,3.2,3.26,96976
2025-05-27,002969,3.26,3.59,3.25,3.42,764056
2025-05-28,002969,3.43,3.46,3.33,3.4,450840
2025-05-29,002969,3.38,3.41,3.35,3.4,252397
2025-05-30,002969,3.38,3.42,3.31,3.32,252617
2025-06-03,002969,3.28,3.35,3.28,3.34,176610
2025-06-04,002969,3.34,3.68,3.32,3.68,491126
2025-06-05,002969,3.95,4.05,3.76,4.05,2060226
2025-06-06,002969,3.98,4.05,3.74,3.86,1640731
2025-06-09,002969,3.85,3.91,3.76,3.8,929108
2025-06-10,002969,3.8,3.83,3.64,3.7,830819
2025-06-11,002969,3.68,3.69,3.63,3.65,532046
2025-06-12,002969,3.66,3.68,3.6,3.65,431351
2025-06-13,002969,3.63,3.64,3.5,3.51,454243
