Date,symbol,Open,High,Low,Close,Volume
2024-08-29,601106,2.28,2.3,2.26,2.28,116276
2024-08-30,601106,2.28,2.33,2.27,2.3,201656
2024-09-02,601106,2.3,2.3,2.25,2.25,161552
2024-09-03,601106,2.26,2.29,2.26,2.28,146294
2024-09-04,601106,2.28,2.3,2.27,2.29,160999
2024-09-05,601106,2.29,2.3,2.27,2.28,137042
2024-09-06,601106,2.29,2.29,2.25,2.25,155652
2024-09-09,601106,2.24,2.26,2.22,2.23,122611
2024-09-10,601106,2.23,2.25,2.21,2.25,156843
2024-09-11,601106,2.23,2.25,2.21,2.22,130522
2024-09-12,601106,2.23,2.28,2.22,2.26,182015
2024-09-13,601106,2.25,2.29,2.25,2.27,193393
2024-09-18,601106,2.28,2.28,2.22,2.27,127998
2024-09-19,601106,2.27,2.32,2.25,2.32,210740
2024-09-20,601106,2.33,2.33,2.29,2.31,127082
2024-09-23,601106,2.31,2.32,2.29,2.31,116408
2024-09-24,601106,2.32,2.4,2.31,2.39,308034
2024-09-25,601106,2.4,2.52,2.4,2.47,444645
2024-09-26,601106,2.46,2.54,2.45,2.53,427730
2024-09-27,601106,2.56,2.61,2.53,2.59,395377
2024-09-30,601106,2.85,2.85,2.8,2.85,553563
2024-10-08,601106,3.14,3.14,3.14,3.14,273181
2024-10-09,601106,3.3,3.4,3.06,3.23,3230729
2024-10-10,601106,3.15,3.51,2.95,3.3,2294951
2024-10-11,601106,3.19,3.21,3.05,3.07,1124311
2024-10-14,601106,3.09,3.15,3.04,3.1,822569
2024-10-15,601106,3.08,3.12,3.01,3.02,633381
2024-10-16,601106,2.99,3.07,2.97,3.0,640588
2024-10-17,601106,3.02,3.03,2.93,2.94,606900
2024-10-18,601106,2.92,3.04,2.88,2.99,770022
